match_id,Player 1,Player 2,Pl 1 hand,Pl 2 hand,Gender,Date,Tournament,Round,Time,Court,Surface,Umpire,Best of,Final TB?,Charted by,Year,best_of_game,regular_tiebreak_trigger,final_set_tiebreak_trigger
20200131-M-Australian_Open-SF-Dominic_Thiem-Alexander_Zverev,dominic_thiem,alexander_zverev,r,r,m,20200131,australian_open,sf,19:45:00,Rod Laver Arena,hard,John Blom,5,2,Carrie,2020,6,6,6
20200130-M-Australian_Open-SF-Roger_Federer-Novak_Djokovic,roger_federer,novak_djokovic,r,r,m,20200130,australian_open,sf,19:45:00,Rod Laver,hard,Nico Helwerth,5,2,Zindaras,2020,6,6,6
20200129-M-Australian_Open-QF-Stanislas_Wawrinka-Alexander_Zverev,stanislas_wawrinka,alexander_zverev,r,r,m,20200129,australian_open,qf,14:45:00,Rod Laver Arena,hard,James Keothavong,5,2,Carrie,2020,6,6,6
20200129-M-Australian_Open-QF-Rafael_Nadal-Dominic_Thiem,rafael_nadal,dominic_thiem,l,r,m,20200129,australian_open,qf,19:45:00,Rod Laver Arena,hard,Aurelie Tourte,5,2,tsitsi,2020,6,6,6
20200128-M-Australian_Open-QF-Roger_Federer-Tennys_Sandgren,roger_federer,tennys_sandgren,r,r,m,20200128,australian_open,qf,3pm,Rod Laver Arena,hard,Marijana Veljovi_,5,2,Edo,2020,6,6,6
20200127-M-Australian_Open-R16-Stanislas_Wawrinka-Daniil_Medvedev,stanislas_wawrinka,daniil_medvedev,r,r,m,20200127,australian_open,r16,15:15:00,Margaret Court Arena,hard,Carlos Bernardes,5,2,Zindaras,2020,6,6,6
20200127-M-Australian_Open-R16-Andrey_Rublev-Alexander_Zverev,andrey_rublev,alexander_zverev,r,r,m,20200127,australian_open,r16,20:05:00,Melbourne Arena,hard,,5,2,Carrie,2020,6,6,6
20200126-M-Bangkok_CH-F-Robin_Haase-Federico_Gaio,robin_haase,federico_gaio,r,r,m,20200126,bangkok_ch,f,,Centre,hard,,3,1,Zindaras,2020,6,6,6
20200126-M-Australian_Open-R16-Roger_Federer-Marton_Fucsovics,roger_federer,marton_fucsovics,r,r,m,20200126,australian_open,r16,21:15:00,Rod Laver,hard,Carlos Ramos,5,2,Zindaras,2020,6,6,6
20200124-M-Australian_Open-R32-John_Millman-Roger_Federer,john_millman,roger_federer,r,r,m,20200124,australian_open,r32,20:45:00,Rod Laver,hard,Eva Asderaki-Moore,5,2,Zindaras,2020,6,6,6
20200123-M-Australian_Open-R64-Gael_Monfils-Ivo_Karlovic,gael_monfils,ivo_karlovic,r,r,m,20200123,australian_open,r64,16:35:00,1573 Arena,hard,,5,2,Zindaras,2020,6,6,6
20200122-M-Australian_Open-R64-Tennys_Sandgren-Matteo_Berrettini,tennys_sandgren,matteo_berrettini,r,r,m,20200122,australian_open,r64,14:50:00,1573 Arena,hard,,5,2,Zindaras,2020,6,6,6
20200122-M-Australian_Open-R64-Jannik_Sinner-Marton_Fucsovics,jannik_sinner,marton_fucsovics,r,r,m,20200122,australian_open,r64,,22,hard,,5,2,Zindaras,2020,6,6,6
20200122-M-Australian_Open-R64-Diego_Sebastian_Schwartzman-Alejandro_Davidovich_Fokina,diego_sebastian_schwartzman,alejandro_davidovich_fokina,r,r,m,20200122,australian_open,r64,,8,hard,John Blom,5,2,Zindaras,2020,6,6,6
20200121-M-Australian_Open-R128-Vasek_Pospisil-Ivo_Karlovic,vasek_pospisil,ivo_karlovic,r,r,m,20200121,australian_open,r128,,22,hard,,5,2,Zindaras,2020,6,6,6
20200121-M-Australian_Open-R128-Taylor_Harry_Fritz-Tallon_Griekspoor,taylor_harry_fritz,tallon_griekspoor,r,r,m,20200121,australian_open,r128,20:10:00,13,hard,,5,2,Zindaras,2020,6,6,6
20200121-M-Australian_Open-R128-Ernests_Gulbis-Felix_Auger_Aliassime,ernests_gulbis,felix_auger_aliassime,r,r,m,20200121,australian_open,r128,13:10:00,1573 Arena,hard,Damien Dumusois,5,2,Zindaras,2020,6,6,6
20200121-M-Australian_Open-R128-Casper_Ruud-Egor_Gerasimov,casper_ruud,egor_gerasimov,r,r,m,20200121,australian_open,r128,21:55:00,13,hard,Aurelie Tourte,5,2,tsitsi,2020,6,6,6
20200120-M-Rennes_CH-R64-Jurij_Rodionov-Karim_Mohamed_Maamoun,jurij_rodionov,karim_mohamed_maamoun,l,r,m,20200120,rennes_ch,r64,,Saint-Gregoire,hard,,3,1,ahmedabdelaal,2020,6,6,6
20200120-M-Australian_Open-R128-Roger_Federer-Steve_Johnson,roger_federer,steve_johnson,r,r,m,20200120,australian_open,r128,14:20:00,Rod Laver Arena,hard,,5,2,Carrie,2020,6,6,6
20200120-M-Australian_Open-R128-Denis_Shapovalov-Marton_Fucsovics,denis_shapovalov,marton_fucsovics,l,r,m,20200120,australian_open,r128,11:10:00,,hard,Renaud Lichtenstein,5,2,Zindaras,2020,6,6,6
20200118-M-Bangkok_CH-F-Attila_Balazs-Aslan_Karatsev,attila_balazs,aslan_karatsev,r,r,m,20200118,bangkok_ch,f,15:35:00,Centre,hard,,3,1,Zindaras,2020,6,6,6
20200118-M-Australian_Open-Q3-Lorenzo_Musetti-Tallon_Griekspoor,lorenzo_musetti,tallon_griekspoor,r,r,m,20200118,australian_open,q3,,8,hard,Aurelie Tourte,5,2,Zindaras,2020,6,6,6
20200117-M-Auckland-SF-Hubert_Hurkacz-Benoit_Paire,hubert_hurkacz,benoit_paire,r,r,m,20200117,auckland,sf,19:55:00,Centre,hard,Ahmed Abdel Azim,3,1,tsitsi,2020,6,6,6
20200117-M-Adelaide-SF-Tommy_Paul-Lloyd_George_Muirhead_Harris,tommy_paul,lloyd_george_muirhead_harris,r,r,m,20200117,adelaide,sf,14:15:00,Centre,hard,Adel Nour,3,1,tsitsi,2020,6,6,6
20200116-M-Auckland-QF-Hubert_Hurkacz-Feliciano_Lopez,hubert_hurkacz,feliciano_lopez,r,l,m,20200116,auckland,qf,21:10:00,Centre,hard,Alexandre Robein,3,1,Zindaras,2020,6,6,6
20200115-M-Australian_Open-Q1-Elliot_Benchetrit-Steve_Darcis,elliot_benchetrit,steve_darcis,r,r,m,20200115,australian_open,q1,16:15:00,Margaret Court Arena,hard,Mohamed Lahyani,5,2,Zindaras,2020,6,6,6
20200112-M-ATP_Cup-F-Roberto_Bautista_Agut-Dusan_Lajovic,roberto_bautista_agut,dusan_lajovic,r,r,m,20200112,atp_cup,f,18:45:00,Ken Rosewall Arena,hard,John Blom,3,1,tsitsi,2020,6,6,6
20200111-M-ATP_Cup-SF-Novak_Djokovic-Daniil_Medvedev,novak_djokovic,daniil_medvedev,r,r,m,20200111,atp_cup,sf,13:30:00,Ken Rosewall Arena (Sydney),hard,Aurelie Tourte,3,1,Zindaras,2020,6,6,6
20200111-M-ATP_Cup-SF-Dusan_Lajovic-Karen_Khachanov,dusan_lajovic,karen_khachanov,r,r,m,20200111,atp_cup,sf,11:15:00,Ken Rosewall Arena (Sydney),hard,John Blom,3,1,Zindaras,2020,6,6,6
20200110-M-Doha-SF-Stanislas_Wawrinka-Corentin_Moutet,stanislas_wawrinka,corentin_moutet,r,l,m,20200110,doha,sf,,,hard,Richard Haigh,3,1,Edged,2020,6,6,6
20200110-M-Doha-SF-Andrey_Rublev-Miomir_Kecmanovic,andrey_rublev,miomir_kecmanovic,r,r,m,20200110,doha,sf,17:35:00,Centre,hard,Manuel Messina,3,1,tsitsi,2020,6,6,6
20200109-M-ATP_Cup-QF-Alex_De_Minaur-Daniel_Evans,alex_de_minaur,daniel_evans,r,r,m,20200109,atp_cup,qf,11:50:00,Ken Rosewall Arena (Sydney),hard,Aurelie Tourte,3,1,Zindaras,2020,6,6,6
20200107-M-Noumea_CH-R32-Mohamed_Safwat-Ernests_Gulbis,mohamed_safwat,ernests_gulbis,r,r,m,20200107,noumea_ch,r32,,,hard,,3,1,ahmedabdelaal,2020,6,6,6
20200107-M-ATP_Cup-RR-Jan_Lennard_Struff-Felix_Auger_Aliassime,jan_lennard_struff,felix_auger_aliassime,r,r,m,20200107,atp_cup,rr,,,hard,Mohammed Lahanyi,3,1,Edged,2020,6,6,6
20200107-M-ATP_Cup-RR-Alexander_Zverev-Denis_Shapovalov,alexander_zverev,denis_shapovalov,r,l,m,20200107,atp_cup,rr,,,hard,Fergus Murphy,3,1,Edged,2020,6,6,6
20200106-M-ATP_Cup-RR-Taylor_Harry_Fritz-Karen_Khachanov,taylor_harry_fritz,karen_khachanov,r,r,m,20200106,atp_cup,rr,,Perth,hard,,3,1,Adam Taylor,2020,6,6,6
20200106-M-ATP_Cup-RR-Hubert_Hurkacz-Borna_Coric,hubert_hurkacz,borna_coric,r,r,m,20200106,atp_cup,rr,,,hard,Aurelie Tourte,3,1,Edged,2020,6,6,6
20200105-M-ATP_Cup-RR-Casper_Ruud-Fabio_Fognini,casper_ruud,fabio_fognini,r,r,m,20200105,atp_cup,rr,,,hard,,3,1,Edged,2020,6,6,6
20200105-M-ATP_Cup-RR-Alex_De_Minaur-Denis_Shapovalov,alex_de_minaur,denis_shapovalov,r,l,m,20200105,atp_cup,rr,12:20:00,Brisbane,hard,Fergus Murphy,3,1,Zindaras,2020,6,6,6
20200104-M-ATP_Cup-RR-Stefanos_Tsitsipas-Alexander_Zverev,stefanos_tsitsipas,alexander_zverev,r,r,m,20200104,atp_cup,rr,,,hard,Fergus Murphy,3,1,Edged,2020,6,6,6
20200103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Denis_Shapovalov,stefanos_tsitsipas,denis_shapovalov,r,l,m,20200103,atp_cup,rr,,,hard,Mohammed Lahyani,3,1,Edged,2020,6,6,6
20200103-M-ATP_Cup-RR-Alex_De_Minaur-Alexander_Zverev,alex_de_minaur,alexander_zverev,r,r,m,20200103,atp_cup,rr,,,hard,Fergus Murphy,3,1,Edged,2020,6,6,6
20191124-M-Davis_Cup_Finals-F-Felix_Auger_Aliassime-Roberto_Bautista_Agut,felix_auger_aliassime,roberto_bautista_agut,r,r,m,20191124,davis_cup_finals,f,17:00:00,Caja Magica,hard,Louise Engzell,3,1,Carrie,2019,6,6,6
20191120-M-Davis_Cup_Finals-RR-Daniel_Evans-Robin_Haase,daniel_evans,robin_haase,r,r,m,20191120,davis_cup_finals,rr,14:40:00,Stadium 3,hard,Nico Helwerth,3,1,Zindaras,2019,6,6,6
20191120-M-Davis_Cup_Finals-RR-Andy_Murray-Tallon_Griekspoor,andy_murray,tallon_griekspoor,r,r,m,20191120,davis_cup_finals,rr,11:20:00,Stadium 3,hard,Carlos Ramos,3,1,Zindaras,2019,6,6,6
20191119-M-Davis_Cup_Finals-RR-Botic_Van_De_Zandschulp-Mikhail_Kukushkin,botic_van_de_zandschulp,mikhail_kukushkin,r,r,m,20191119,davis_cup_finals,rr,11:20:00,,hard,Marijana Veljovic,3,1,Zindaras,2019,6,6,6
20191119-M-Davis_Cup_Finals-RR-Alexander_Bublik-Robin_Haase,alexander_bublik,robin_haase,r,r,m,20191119,davis_cup_finals,rr,12:55:00,Stadium 3,hard,Carlos Ramos,3,1,Zindaras,2019,6,6,6
20191116-M-Tour_Finals-SF-Stefanos_Tsitsipas-Roger_Federer,stefanos_tsitsipas,roger_federer,r,r,m,20191116,tour_finals,sf,2pm,Centre,hard,Renaud Lichtenstein,3,1,Edo,2019,6,6,6
20191116-M-Tour_Finals-SF-Dominic_Thiem-Alexander_Zverev,dominic_thiem,alexander_zverev,r,r,m,20191116,tour_finals,sf,8pm,Centre,hard,Mohamed Lahyani,3,1,Edo,2019,6,6,6
20191115-M-Tour_Finals-RR-Rafael_Nadal-Stefanos_Tsitsipas,rafael_nadal,stefanos_tsitsipas,l,r,m,20191115,tour_finals,rr,,,hard,Renaud Lichtenstein,3,1,Edged,2019,6,6,6
20191115-M-Tour_Finals-RR-Daniil_Medvedev-Alexander_Zverev,daniil_medvedev,alexander_zverev,r,r,m,20191115,tour_finals,rr,,,hard,Carlos Bernardes,3,1,Edged,2019,6,6,6
20191114-M-Tour_Finals-RR-Novak_Djokovic-Roger_Federer,novak_djokovic,roger_federer,r,r,m,20191114,tour_finals,rr,8pm,Centre,hard,Mohamed Lahyani,3,1,Edo,2019,6,6,6
20191114-M-Tour_Finals-RR-Dominic_Thiem-Matteo_Berrettini,dominic_thiem,matteo_berrettini,r,r,m,20191114,tour_finals,rr,2pm,Centre,hard,Ali Nili,3,1,Edo,2019,6,6,6
20191113-M-Tour_Finals-RR-Stefanos_Tsitsipas-Alexander_Zverev,stefanos_tsitsipas,alexander_zverev,r,r,m,20191113,tour_finals,rr,,,hard,Carlos Bernardes,3,1,Edged,2019,6,6,6
20191113-M-Tour_Finals-RR-Rafael_Nadal-Daniil_Medvedev,rafael_nadal,daniil_medvedev,l,r,m,20191113,tour_finals,rr,,,hard,Renaud Lichtenstein,3,1,Edged,2019,6,6,6
20191112-M-Tour_Finals-RR-Roger_Federer-Matteo_Berrettini,roger_federer,matteo_berrettini,r,r,m,20191112,tour_finals,rr,2pm,Centre,hard,Ali Nili,3,1,Edo,2019,6,6,6
20191112-M-Tour_Finals-RR-Novak_Djokovic-Dominic_Thiem,novak_djokovic,dominic_thiem,r,r,m,20191112,tour_finals,rr,20:10:00,Centre,hard,Renaud Lichtenstein,3,1,Carrie,2019,6,6,6
20191111-M-Tour_Finals-RR-Stefanos_Tsitsipas-Daniil_Medvedev,stefanos_tsitsipas,daniil_medvedev,r,r,m,20191111,tour_finals,rr,,,hard,Renaud Lichtenstein,3,1,Edged,2019,6,6,6
20191111-M-Tour_Finals-RR-Rafael_Nadal-Alexander_Zverev,rafael_nadal,alexander_zverev,l,r,m,20191111,tour_finals,rr,,,hard,Ali Nili,3,1,Edged,2019,6,6,6
20191110-M-Tour_Finals-RR-Roger_Federer-Dominic_Thiem,roger_federer,dominic_thiem,r,r,m,20191110,tour_finals,rr,20:10:00,,hard,Mohame Lahyani,3,1,Carrie,2019,6,6,6
20191110-M-Tour_Finals-RR-Novak_Djokovic-Matteo_Berrettini,novak_djokovic,matteo_berrettini,r,r,m,20191110,tour_finals,rr,,,hard,Carlos Bernardes,3,1,Edged,2019,6,6,6
20191109-M-NextGen_Finals-F-Jannik_Sinner-Alex_De_Minaur,jannik_sinner,alex_de_minaur,r,r,m,20191109,nextgen_finals,f,21:10:00,Allianz Cloud,hard,Nacho Forcadell,5,1,Carrie,2019,4,3,3
20191108-M-NextGen_Finals-SF-Francis_Tiafoe-Alex_De_Minaur,francis_tiafoe,alex_de_minaur,r,r,m,20191108,nextgen_finals,sf,19:15:00,Allianz Cloud,hard,Adel Nour,5,1,Carrie,2019,4,3,3
20191107-M-NextGen_Finals-RR-Casper_Ruud-Alex_De_Minaur,casper_ruud,alex_de_minaur,r,r,m,20191107,nextgen_finals,rr,14:10:00,Allianz Cloud,hard,Adel Nour,5,1,Carrie,2019,4,3,3
20191106-M-NextGen_Finals-RR-Miomir_Kecmanovic-Alex_De_Minaur,miomir_kecmanovic,alex_de_minaur,r,r,m,20191106,nextgen_finals,rr,16:50:00,Allianz Cloud,hard,Nacho Forcadell,5,1,Carrie,2019,4,3,3
20191105-M-NextGen_Finals-RR-Alejandro_Davidovich_Fokina-Alex_De_Minaur,alejandro_davidovich_fokina,alex_de_minaur,r,r,m,20191105,nextgen_finals,rr,15:50:00,Allianz Cloud,hard,Aurelie Tourte,5,1,Carrie,2019,4,3,3
20191103-M-Paris_Masters-F-Novak_Djokovic-Denis_Shapovalov,novak_djokovic,denis_shapovalov,r,l,m,20191103,paris_masters,f,3pm,Centre,hard,Renaud Lichtenstein,3,1,Edo,2019,6,6,6
20191103-M-Eckental_CH-F-Steve_Darcis-Jiri_Vesely,steve_darcis,jiri_vesely,r,l,m,20191103,eckental_ch,f,14:10:00,Center,carpet,,3,1,Zindaras,2019,6,6,6
20191102-M-Paris_Masters-SF-Novak_Djokovic-Grigor_Dimitrov,novak_djokovic,grigor_dimitrov,r,r,m,20191102,paris_masters,sf,,,hard,,3,1,Edged,2019,6,6,6
20191101-M-Paris_Masters-R16-Gael_Monfils-Radu_Albot,gael_monfils,radu_albot,r,r,m,20191101,paris_masters,r16,21:55:00,Center,hard,Nacho Forcadell,3,1,Zindaras,2019,6,6,6
20191101-M-Paris_Masters-QF-Novak_Djokovic-Stefanos_Tsitsipas,novak_djokovic,stefanos_tsitsipas,r,r,m,20191101,paris_masters,qf,,,hard,Aurelie Tourte,3,1,Edged,2019,6,6,6
20191101-M-Paris_Masters-QF-Jo_Wilfried_Tsonga-Rafael_Nadal,jo_wilfried_tsonga,rafael_nadal,r,l,m,20191101,paris_masters,qf,,,hard,Adel Nour,3,1,Edged,2019,6,6,6
20191101-M-Paris_Masters-QF-Grigor_Dimitrov-Christian_Garin,grigor_dimitrov,christian_garin,r,r,m,20191101,paris_masters,qf,,,hard,Nacho Forcadell,3,1,Edged,2019,6,6,6
20191101-M-Paris_Masters-QF-Gael_Monfils-Denis_Shapovalov,gael_monfils,denis_shapovalov,r,l,m,20191101,paris_masters,qf,19:45:00,Court Central,hard,Carlos Bernardes,3,1,Zindaras,2019,6,6,6
20191031-M-Paris_Masters-R16-Alexander_Zverev-Denis_Shapovalov,alexander_zverev,denis_shapovalov,r,l,m,20191031,paris_masters,r16,,,hard,Aurelie Tourte,3,1,Edged,2019,6,6,6
20191027-M-Hamburg_CH-F-Bernabe_Zapata_Miralles-Botic_Van_De_Zandschulp,bernabe_zapata_miralles,botic_van_de_zandschulp,r,r,m,20191027,hamburg_ch,f,14:05:00,Centre,hard,,3,1,Zindaras,2019,6,6,6
20191027-M-Basel-F-Roger_Federer-Alex_De_Minaur,roger_federer,alex_de_minaur,r,r,m,20191027,basel,f,15:10:00,Centre,hard,Mohamed Lahyani,3,1,Zindaras,2019,6,6,6
20191026-M-Hamburg_CH-SF-Salvatore_Caruso-Botic_Van_De_Zandschulp,salvatore_caruso,botic_van_de_zandschulp,r,r,m,20191026,hamburg_ch,sf,,Centre,hard,,3,1,Zindaras,2019,6,6,6
20191025-M-Vienna-QF-Gael_Monfils-Aljaz_Bedene,gael_monfils,aljaz_bedene,r,r,m,20191025,vienna,qf,19:40:00,Center,hard,Richard Haigh,3,1,Zindaras,2019,6,6,6
20191025-M-Hamburg_CH-QF-Cedrik_Marcel_Stebe-Botic_Van_De_Zandschulp,cedrik_marcel_stebe,botic_van_de_zandschulp,l,r,m,20191025,hamburg_ch,qf,21:25:00,,hard,,3,1,Zindaras,2019,6,6,6
20191024-M-Vienna-R16-Gael_Monfils-Jannik_Sinner,gael_monfils,jannik_sinner,r,r,m,20191024,vienna,r16,20:45:00,Center,hard,,3,1,Zindaras,2019,6,6,6
20191024-M-Hamburg_CH-R16-Botic_Van_De_Zandschulp-Gianluca_Mager,botic_van_de_zandschulp,gianluca_mager,r,r,m,20191024,hamburg_ch,r16,14:10:00,,hard,,3,1,Zindaras,2019,6,6,6
20191024-M-Basel-R16-Fabio_Fognini-Filip_Krajinovic,fabio_fognini,filip_krajinovic,r,r,m,20191024,basel,r16,,,hard,Damien Dumusois,3,1,Edged,2019,6,6,6
20191023-M-Hamburg_CH-R32-Jelle_Sels-Robin_Haase,jelle_sels,robin_haase,r,r,m,20191023,hamburg_ch,r32,11:40:00,,hard,,3,1,Zindaras,2019,6,6,6
20191021-M-Vienna-R32-Lorenzo_Sonego-Marton_Fucsovics,lorenzo_sonego,marton_fucsovics,r,r,m,20191021,vienna,r32,15:10:00,Next Gen Court,hard,,3,1,Zindaras,2019,6,6,6
20191021-M-Vienna-R32-Hubert_Hurkacz-Karen_Khachanov,hubert_hurkacz,karen_khachanov,r,r,m,20191021,vienna,r32,,,hard,Mohamed El Jennati,3,1,Edged,2019,6,6,6
20191020-M-Stockholm-F-Filip_Krajinovic-Denis_Shapovalov,filip_krajinovic,denis_shapovalov,r,l,m,20191020,stockholm,f,,Center,hard,Mohamed Lahyani,3,1,Edged,2019,6,6,6
20191019-M-Antwerp-SF-Ugo_Humbert-Andy_Murray,ugo_humbert,andy_murray,l,r,m,20191019,antwerp,sf,17:15:00,Center,hard,Manuel Messina,3,1,Carrie,2019,6,6,6
20191019-M-Antwerp-SF-Stanislas_Wawrinka-Jannik_Sinner,stanislas_wawrinka,jannik_sinner,r,r,m,20191019,antwerp,sf,14:10:00,Center,hard,Arnaud Gabas,3,1,Carrie,2019,6,6,6
20191018-M-Antwerp-QF-Francis_Tiafoe-Jannik_Sinner,francis_tiafoe,jannik_sinner,r,r,m,20191018,antwerp,qf,,,hard,Arnaud Gabas,3,1,Edged,2019,6,6,6
20191017-M-Antwerp-R16-Gael_Monfils-Jannik_Sinner,gael_monfils,jannik_sinner,r,r,m,20191017,antwerp,r16,16:50:00,Centre,hard,Fergus Murphy,3,1,Zindaras,2019,6,6,6
20191016-M-Ismaning_CH-R32-Robin_Haase-Johannes_Haerteis,robin_haase,johannes_haerteis,r,l,m,20191016,ismaning_ch,r32,13:55:00,Centre,carpet,,3,1,Zindaras,2019,6,6,6
20191014-M-Stockholm-R32-Corentin_Moutet-Janko_Tipsarevic,corentin_moutet,janko_tipsarevic,l,r,m,20191014,stockholm,r32,20:50:00,Centre,hard,Timo Jansen,3,1,Zindaras,2019,6,6,6
20191014-M-Moscow-R32-Andreas_Seppi-Christian_Garin,andreas_seppi,christian_garin,r,r,m,20191014,moscow,r32,,,hard,Ahmed Abdel-Azim,3,1,Edged,2019,6,6,6
